"","Floods","Groundwater","Sediment","Organics_Solutes","Habitat","Overall","HUC12"
"539","0.9665267","0.80860574","0.74747800","0.919692830","0.7241466","0.82794919","101900000000"
"540","0.9367108","0.77346183","0.63553324","0.861740209","0.6873321","0.77116115","101900000000"
"541","0.9423222","0.77003086","0.69283301","0.860951347","0.7227923","0.79262114","101900000000"
"542","0.9426819","0.94026952","0.79627444","0.833535867","0.7247419","0.84325242","101900000000"
"543","0.9191953","0.73948655","0.60393476","0.837058224","0.6563875","0.74241855","101900000000"
"544","0.9058649","0.81596408","0.72495640","0.843098268","0.7205474","0.79894599","101900000000"
"545","0.9220767","0.84748854","0.73338145","0.879376585","0.7106538","0.81435310","101900000000"
"546","0.9502781","0.74053263","0.56238485","0.771020019","0.5607408","0.70250798","101900000000"
"547","0.9327481","0.74073916","0.65203754","0.898905929","0.6565483","0.76724953","101900000000"
"548","0.9335137","0.74248410","0.65495924","0.912176982","0.7118306","0.78324130","101900000000"
"549","0.9373357","0.79086414","0.70231174","0.904953989","0.7390243","0.80977141","101900000000"
"550","0.8999509","0.75438234","0.61576664","0.857784615","0.6486740","0.74700972","101900000000"
"551","0.8658162","0.71300034","0.48385515","0.698403065","0.5609727","0.65111205","101900000000"
"552","0.9415432","0.90085050","0.81938419","0.903276267","0.8326505","0.87832001","101900000000"
"553","0.9014797","0.80709887","0.59897903","0.724990408","0.6497430","0.72857394","101900000000"
"554","0.8644790","0.62567381","0.46916702","0.653297388","0.5242582","0.61350374","101900000000"
"555","0.5875917","0.23527260","0.30156599","0.313696807","0.3474204","0.34000005","101900000000"
"556","1.0000000","1.00000000","0.93905216","0.918736214","0.9410924","0.95918540","101900000000"
"557","1.0000000","1.00000000","0.94089574","0.921194319","0.9605972","0.96402170","101900000000"
"558","0.9469617","0.97292151","0.90355715","0.915753623","0.7430897","0.89255942","101900000000"
"559","0.9844354","0.90651311","0.84392475","0.921789805","0.8521242","0.90032638","101900000000"
"560","0.9343724","0.97764894","0.87818932","0.917136355","0.7222612","0.88121901","101900000000"
"561","0.9663468","0.89631427","0.88718798","0.981279553","0.7509400","0.89248597","101900000000"
"562","0.9405687","0.96358702","0.84710957","0.878756282","0.8497803","0.89470369","101900000000"
"563","0.9366699","0.86255149","0.76036283","0.861925580","0.6353805","0.80422807","101900000000"
"564","0.9393900","0.99261597","0.90226299","0.875529785","0.8531637","0.91128186","101900000000"
"565","0.9853714","0.99629661","0.91028083","0.879320186","0.7983519","0.91096372","101900000000"
"566","0.9578145","0.98800507","0.88909236","0.864621358","0.7424300","0.88408453","101900000000"
"567","0.9506480","0.99182291","0.87469454","0.868258852","0.7235622","0.87677282","101900000000"
"568","0.9690400","0.95351588","0.80509828","0.817125529","0.6849995","0.83926578","101900000000"
"569","0.9894161","0.84528240","0.75999147","0.900130258","0.6977409","0.83221935","101900000000"
"570","0.9489315","0.93463368","0.82271194","0.856837730","0.6975177","0.84706275","101900000000"
"571","0.9103518","0.73227905","0.57407324","0.778555551","0.5557089","0.69790776","101900000000"
"572","0.9656309","0.92342877","0.81312248","0.853617194","0.6872881","0.84285818","101900000000"
"573","0.9863460","0.99701491","0.92095745","0.903318753","0.8875855","0.93800325","101900000000"
"574","0.9994308","1.00000000","0.85442328","0.805897707","0.7357129","0.87273586","101900000000"
"575","0.7039228","0.87104493","0.71287934","0.867028980","0.5707429","0.73622600","101900000000"
"576","0.8987360","0.93193317","0.76406817","0.738296371","0.6128908","0.78046347","101900000000"
"577","0.7392135","0.47432714","0.53383104","0.746964692","0.5485098","0.59833889","101900000000"
"578","0.9664090","0.73340266","0.73001890","0.977870218","0.6549148","0.80179014","101900000000"
"579","0.9096222","0.73287040","0.59555821","0.842436876","0.6474311","0.73639134","101900000000"
"580","0.7776134","0.70076967","0.49936249","0.801251913","0.5358776","0.65090549","101900000000"
"581","0.4932807","0.31317439","0.27271731","0.417565848","0.3464298","0.36056755","101900000000"
"582","0.8333333","1.00000000","0.92151846","0.895357948","0.6143456","0.84167893","101900000000"
"583","0.9589319","0.81961566","0.73946625","0.911810770","0.6534394","0.80888221","101900000000"
"584","0.9307478","0.82205740","0.70875949","0.913146897","0.6081309","0.78660038","101900000000"
"585","1.0000000","0.97353225","0.92182833","0.931061439","0.8737839","0.93902370","101900000000"
"586","0.9100864","0.75000000","0.54604800","0.907891195","0.6973653","0.74915860","101900000000"
"587","0.8565557","0.55294794","0.52165280","0.597024519","0.6060498","0.61697047","101900000000"
"588","0.9393632","0.86007734","0.68468569","0.630927416","0.7235782","0.75939097","101900000000"
"589","0.4343402","0.46308026","0.53033853","0.622581361","0.4763479","0.50122412","101900000000"
"590","0.8595346","0.83518410","0.68933137","0.689676431","0.6772206","0.74605326","101900000000"
"591","0.9056472","0.75285060","0.62602113","0.890190265","0.6980949","0.76688604","102500000000"
"592","0.9152313","0.83219913","0.71042762","0.865805984","0.7813377","0.81791367","102500000000"
"593","0.9315325","0.88942128","0.77132178","0.888428747","0.8065764","0.85538541","102500000000"
"594","0.9526715","0.93018629","0.83045031","0.886517415","0.8381967","0.88628215","102500000000"
"595","0.9507994","0.89780306","0.81212919","0.911201460","0.8372634","0.88038842","102500000000"
"596","0.8840898","0.79052485","0.68360018","0.867648515","0.7271300","0.78674500","102500000000"
"597","0.9573372","0.84996697","0.74735521","0.869267798","0.7977641","0.84140373","102500000000"
"598","0.9437913","0.78356438","0.67886047","0.865194288","0.7394931","0.79681185","102500000000"
"599","0.9510369","0.88027870","0.79232771","0.895566722","0.8239352","0.86684746","102500000000"
"600","0.9690757","0.74242794","0.65350825","0.884668073","0.7407043","0.79020117","102500000000"
"601","0.9690580","0.96392844","0.90618729","0.932042977","0.9154986","0.93700352","102500000000"
"602","0.9783020","0.90807158","0.84785252","0.934221828","0.8845437","0.90952895","102500000000"
"603","1.0000000","0.75782006","0.69244559","0.912834052","0.6981023","0.80325332","102500000000"
"604","0.9608268","0.80378932","0.74552051","0.939187675","0.8022103","0.84616978","102500000000"
"605","0.9441979","0.74257491","0.54978669","0.766377310","0.6622823","0.72160023","102500000000"
"606","0.9442259","0.75367316","0.67237257","0.904942687","0.7388040","0.79616642","102500000000"
"607","0.9119434","0.92846740","0.81267224","0.902122436","0.8274747","0.87525387","102500000000"
"608","0.9493200","0.89714446","0.81944140","0.902253772","0.8396444","0.88032574","102500000000"
"609","0.9429773","0.74491717","0.68281018","0.928896189","0.7421604","0.80144704","102500000000"
"610","0.9659427","0.86990570","0.79781207","0.913905111","0.8396811","0.87552374","102500000000"
"611","0.9592681","0.74470494","0.69566678","0.948895809","0.7702199","0.81664208","102500000000"
"612","1.0000000","1.00000000","0.92322838","0.897637845","0.9488189","0.95305668","102500000000"
"613","0.9797174","0.86170968","0.81078306","0.936009705","0.8408139","0.88362774","102500000000"
"614","0.9622976","0.74524063","0.63880362","0.876493709","0.7311206","0.78260429","102500000000"
"615","0.9284410","0.73927924","0.58956631","0.830177433","0.6750906","0.74323423","102500000000"
"616","0.7480506","0.70118544","0.51918836","0.711191347","0.5864932","0.64724343","102500000000"
"617","0.9202064","0.90072555","0.70245749","0.766416976","0.7256233","0.79809542","102500000000"
"618","0.9107911","0.73273250","0.59287303","0.839243472","0.6581719","0.73775244","102500000000"
"619","0.8567467","0.85884320","0.70684510","0.694545938","0.7091339","0.76155972","102500000000"
"620","0.8638879","0.69910634","0.55186199","0.788658599","0.6085429","0.69311016","102500000000"
"621","0.8778944","0.72907247","0.61417590","0.885858308","0.6378121","0.74013774","102500000000"
"622","0.9104996","0.90966432","0.78619816","0.809895682","0.7794525","0.83710962","102500000000"
"623","0.8912379","0.72692212","0.61102492","0.855865518","0.6606915","0.74129136","102500000000"
"624","0.9072397","0.73801731","0.60845410","0.870659105","0.6244324","0.73972450","102500000000"
"625","0.9554359","0.96364333","0.95504736","0.993548347","0.8586914","0.94413432","102500000000"
"626","0.9245937","0.87282454","0.84476252","0.989561566","0.8291502","0.89030274","102500000000"
"627","0.9615810","0.82000005","0.80296960","0.995539423","0.8221284","0.87679768","102500000000"
"628","1.0000000","1.00000000","0.92498078","0.899974369","0.9007735","0.94405151","102500000000"
"629","0.9338409","0.75994659","0.67377968","0.912368902","0.7282828","0.79507643","102500000000"
"630","0.9543413","0.87352116","0.77730255","0.814103982","0.6643130","0.81081911","102500000000"
"631","0.9119126","0.98742799","0.88222710","0.903024436","0.8397779","0.90360910","102500000000"
"632","0.8859740","0.72787564","0.63870961","0.904531401","0.6539521","0.75396337","102500000000"
"633","0.9407581","0.97890825","0.83883321","0.808316051","0.8216841","0.87505697","102500000000"
"634","0.9304212","0.97830483","0.81375003","0.775740575","0.7918518","0.85428160","102500000000"
"635","0.9410034","0.94447700","0.79692573","0.807097799","0.7627798","0.84704240","102500000000"
"636","0.9196030","0.81429384","0.68669272","0.717776331","0.7570647","0.77491348","102500000000"
"637","0.8008191","0.95678773","0.80171365","0.856968478","0.6561521","0.80847711","102500000000"
"638","0.9082710","0.74339478","0.62091746","0.890912641","0.6403824","0.75118805","102500000000"
"639","0.8685720","0.81327638","0.63595149","0.645616029","0.7138901","0.72981828","102500000000"
"640","1.0000000","0.99611802","0.82999577","0.778503665","0.8573858","0.88790137","102500000000"
"641","0.8549730","0.74008636","0.61950650","0.883176918","0.6732723","0.74731521","102500000000"
"642","0.8138976","0.67282686","0.54021370","0.747763124","0.5589598","0.65831941","102500000000"
"643","0.9926685","0.74871105","0.63833507","0.849394835","0.6371744","0.76191587","102500000000"
"644","0.9424858","0.82064152","0.70157750","0.868340027","0.6009357","0.77697019","102500000000"
"645","0.8750664","0.73914993","0.55557278","0.810211824","0.5939326","0.70399577","102500000000"
"646","0.8231549","0.73499386","0.64361201","0.907575512","0.5752649","0.72715670","102500000000"
"647","0.8038520","0.77181310","0.57451789","0.847073338","0.4878403","0.68177034","102500000000"
"648","0.9051398","0.73827677","0.63479421","0.899069955","0.6329821","0.75257631","102500000000"
"649","0.9296856","0.86280803","0.76150085","0.889313317","0.7577059","0.83732725","102500000000"
"650","0.8974555","0.78640889","0.65216378","0.877349783","0.5470415","0.73933661","102500000000"
"651","0.8751208","0.78762587","0.62824140","0.729505313","0.6051858","0.71826771","102500000000"
"652","0.8261120","0.73689163","0.60785443","0.894732740","0.6202670","0.72862293","102500000000"
"653","0.9148070","0.74181579","0.61072684","0.891922473","0.6014863","0.74029546","102500000000"
"654","0.9158926","0.78312436","0.62833642","0.852012913","0.6426550","0.75588950","102500000000"
"655","0.8702404","0.73595336","0.56710172","0.824502183","0.6543276","0.72181765","102500000000"
"656","0.8612909","0.73013192","0.53334870","0.783542517","0.6243839","0.69665111","102500000000"
"657","0.9222080","0.88481452","0.78204301","0.874065438","0.7141341","0.83185397","102500000000"
"658","0.9318305","0.74438025","0.62267934","0.882827268","0.6933737","0.76638654","102500000000"
"659","0.9009011","0.77148168","0.64567698","0.871328592","0.6831466","0.76796739","102500000000"
"660","0.8951995","0.72205788","0.69488856","0.962743846","0.7117054","0.79003003","102500000000"
"661","0.9274612","0.75107784","0.72643650","0.987743694","0.7521815","0.82229765","102500000000"
"662","0.9243123","0.79352283","0.69754055","0.883936249","0.7091187","0.79655816","102500000000"
"663","0.9930340","0.76223649","0.68574048","0.888363514","0.6751492","0.79184617","102500000000"
"664","0.9456923","0.93952885","0.91749259","0.993706768","0.8236120","0.92225006","102500000000"
"665","0.9237988","0.86781323","0.76223520","0.905309278","0.7276078","0.83359942","102500000000"
"666","0.9386266","0.74318249","0.63736823","0.887382605","0.6889283","0.77064212","102500000000"
"667","0.9169216","0.90533124","0.87362142","0.983958662","0.8319807","0.90097060","102500000000"
"668","0.8702968","0.75855339","0.70906678","0.981519641","0.6831085","0.79313272","102500000000"
"669","0.9344727","0.84518565","0.73294273","0.875321964","0.7265202","0.81884341","102500000000"
"670","0.7630494","0.67086191","0.64457417","0.894482549","0.5828919","0.70327265","102500000000"
"671","0.8759009","0.72386682","0.67294605","0.965155766","0.7080425","0.78153805","102500000000"
"672","0.7385863","0.68080237","0.63120987","0.907736489","0.6358138","0.71215933","102500000000"
"673","0.8990906","0.73140521","0.69302589","0.975206952","0.7331525","0.79909868","102500000000"
"674","0.9074709","0.73416176","0.51083904","0.730504737","0.5864835","0.68038931","102500000000"
"675","0.7070173","0.70346727","0.50816580","0.578802650","0.4743402","0.58648914","102500000000"
"676","0.7614081","0.79359418","0.60363916","0.599142456","0.5079027","0.64425945","102500000000"
"677","0.8916795","0.78071826","0.73221728","0.985126678","0.6850005","0.80780255","102500000000"
"678","0.9421625","0.87149374","0.84965012","0.991742461","0.7738063","0.88253568","102500000000"
"679","0.9058880","0.74451222","0.70437626","0.985646758","0.7114903","0.80265379","102500000000"
"680","0.9082505","0.76811429","0.71516698","0.986481940","0.7528373","0.81990935","102500000000"
"681","0.8842635","0.83132437","0.69196512","0.821074587","0.6635828","0.77364695","102500000000"
"682","0.8392369","0.76588428","0.72730451","0.951261963","0.6982892","0.79144345","102500000000"
"683","0.5000000","0.74752764","0.52855940","0.374709018","0.4918466","0.51551698","102500000000"
"684","0.7334077","0.73085705","0.64847397","0.963696505","0.6688788","0.74143253","102500000000"
"685","0.8183882","0.73708629","0.67528130","0.982781715","0.7312359","0.78215964","102500000000"
"686","0.8992364","0.73844907","0.48558793","0.651233737","0.5574470","0.65114926","102500000000"
"687","0.5922802","0.42702672","0.42696060","0.416047114","0.3771883","0.44239901","102500000000"
"688","0.8159848","0.80149342","0.58829140","0.482327619","0.5601539","0.63586484","102500000000"
"689","0.7893983","0.74105830","0.58141074","0.855366783","0.6219426","0.71040638","102500000000"
"690","0.8209353","0.73979158","0.59530434","0.878815317","0.6426929","0.72779940","102500000000"
"691","0.8274858","0.69952812","0.48544240","0.775321528","0.5919111","0.66387811","102500000000"
"692","0.8840464","0.73897854","0.67025242","0.985304723","0.7238720","0.79234719","102500000000"
"693","0.7521113","0.74392254","0.67593444","0.981370956","0.7153806","0.76703813","102500000000"
"694","0.9186132","0.78938144","0.76498854","0.984092972","0.7789558","0.84280033","102500000000"
"695","0.8984979","0.73519055","0.70188430","0.980254064","0.7171499","0.79914616","102500000000"
"696","0.9423703","0.73970907","0.73817394","0.986278761","0.7725368","0.82922430","102500000000"
"697","0.8712693","0.72953315","0.65891664","0.972710871","0.6944601","0.77684039","102500000000"
"698","0.9026153","0.73517108","0.62309936","0.879587374","0.6822767","0.75672415","102500000000"
"699","0.8745541","0.79171769","0.68308937","0.846875667","0.6868293","0.77250377","102500000000"
"700","0.9189070","0.74202260","0.63029033","0.898763134","0.7049764","0.77092092","102500000000"
"701","0.9417981","0.80939271","0.71527146","0.878868404","0.7582743","0.81670955","102500000000"
"702","0.9593752","0.74374018","0.67904795","0.917897928","0.7558307","0.80409214","102500000000"
"703","0.9582324","0.87898999","0.80281865","0.903576696","0.8346991","0.87400404","102500000000"
"704","0.9548332","0.98480415","0.91740049","0.921743039","0.8982549","0.93490861","102500000000"
"705","0.9188954","0.93537187","0.78709746","0.810512066","0.7828790","0.84439685","102500000000"
"706","0.9802280","0.74586205","0.66982801","0.905909194","0.7669264","0.80604161","102500000000"
"707","0.9531295","0.85055975","0.76382482","0.889169974","0.8020003","0.84918432","102500000000"
"708","0.9524957","0.90168757","0.83189550","0.917471828","0.8466786","0.88891419","102500000000"
"709","0.9361453","0.87218331","0.73251372","0.758667272","0.7548773","0.80712147","102500000000"
"710","0.9320897","0.73991712","0.64180044","0.880054425","0.7109831","0.77353849","102500000000"
"711","0.9334342","0.86492072","0.72690297","0.817780732","0.7547612","0.81620000","102500000000"
"712","0.9125556","0.74110959","0.61355081","0.887327153","0.6935030","0.76107049","102500000000"
"713","0.9598095","0.74481525","0.64787061","0.881746434","0.7342186","0.78591973","102500000000"
"714","0.9559956","0.74493145","0.64350397","0.889149061","0.7336117","0.78543971","102500000000"
"715","0.9273886","0.77241546","0.67544446","0.895514601","0.7251777","0.79331177","102500000000"
"716","0.9231221","0.74031570","0.65002868","0.897283822","0.6977546","0.77419122","102500000000"
"717","0.9415480","0.88013612","0.78707472","0.902407693","0.7968758","0.85948902","102500000000"
"718","0.9504325","0.74938488","0.66849096","0.894834434","0.7385560","0.79354138","102500000000"
"719","0.9374430","0.73855852","0.66945193","0.901366772","0.7286515","0.78830470","102500000000"
"720","0.9530238","0.85993017","0.80390027","0.935840448","0.8343717","0.87552006","102500000000"
"721","0.9536792","0.85119053","0.78335687","0.916510151","0.8157774","0.86182589","102500000000"
"722","0.9280040","0.94575902","0.84044926","0.907622606","0.8534280","0.89409325","102500000000"
"723","0.9341215","0.88800640","0.80954684","0.900618260","0.8249621","0.87017629","102500000000"
"724","0.8109246","0.78509597","0.57428894","0.748959722","0.5851133","0.69334026","102500000000"
"725","0.9290544","0.84396669","0.77907410","0.875315987","0.7976695","0.84330876","102500000000"
"726","0.9287240","0.83119579","0.72320380","0.900889727","0.7697265","0.82712617","102500000000"
"727","0.9327767","0.88588835","0.80480179","0.886262532","0.8195214","0.86455707","102500000000"
"728","0.9334985","0.79014727","0.68861008","0.870118229","0.6834674","0.78707880","102500000000"
"729","0.9609446","0.94015276","0.78960902","0.802182713","0.8098198","0.85742099","102500000000"
"730","0.9667254","0.88298545","0.73599119","0.805813904","0.7618826","0.82651440","102500000000"
"731","0.9175506","0.90387774","0.80263860","0.888525896","0.8065187","0.86240021","102500000000"
"732","0.9389520","0.97407287","0.86861311","0.891548800","0.8476378","0.90299080","102500000000"
"733","0.9401390","0.88433958","0.79643009","0.906647270","0.7840001","0.86008755","102500000000"
"734","0.9586929","0.97326606","0.88690021","0.890636073","0.8729732","0.91558234","102500000000"
"735","0.9420812","0.97291434","0.88592094","0.855955897","0.8670418","0.90367001","102500000000"
"736","0.9868434","0.94338446","0.87242235","0.906481303","0.8686099","0.91447003","102500000000"
"737","0.9273271","0.79631135","0.71252066","0.869698009","0.6981473","0.79594997","102500000000"
"738","0.9164200","0.79551739","0.65057020","0.794373696","0.7092264","0.76801487","102500000000"
"739","0.9527226","0.90419873","0.81839717","0.902528082","0.8264017","0.87936523","102500000000"
"740","0.9097903","0.74144349","0.63644247","0.915686985","0.6898930","0.77030279","102500000000"
"741","0.9258084","0.89045924","0.77059384","0.867513287","0.7902981","0.84684818","102500000000"
"742","0.8404173","0.68304577","0.54524967","0.581029255","0.6449143","0.65140043","102500000000"
"743","0.9062429","0.77803499","0.64575529","0.779434094","0.6956563","0.75595712","102500000000"
"744","0.9465639","0.94404187","0.78727901","0.812289878","0.8120685","0.85765912","102500000000"
"745","0.9442677","0.97659392","0.86702042","0.873160315","0.8719782","0.90549826","102500000000"
"746","0.8891516","0.95457245","0.80023982","0.789663098","0.7676463","0.83737805","102500000000"
"747","0.9421107","0.96085599","0.87305188","0.894332392","0.8659257","0.90647530","102500000000"
"748","0.9355038","0.91252624","0.66715926","0.619372753","0.6544624","0.74588425","102500000000"
"749","0.8697839","0.81115990","0.67519253","0.562073058","0.7301325","0.72148612","102500000000"
"750","0.9544292","0.90724530","0.69093091","0.687852555","0.7073235","0.78127387","102500000000"
"751","0.9290238","0.79860162","0.55532333","0.667737395","0.6682655","0.71267502","102500000000"
"752","0.9517201","0.79454263","0.54199126","0.686895460","0.6469776","0.71134408","102500000000"
"753","0.8809002","0.71892308","0.57405609","0.830231242","0.6160426","0.71429014","102500000000"
"754","0.7644731","0.73928684","0.61437023","0.866457737","0.6830489","0.72872037","102500000000"
"755","0.8631600","0.73854649","0.59860951","0.875744762","0.6740290","0.74222192","102500000000"
"756","0.9277726","0.74150010","0.60069465","0.863244994","0.6948696","0.75656943","102500000000"
"757","0.9388848","0.74305471","0.61210780","0.860782610","0.7083411","0.76404579","102500000000"
"758","0.8463438","0.73568924","0.62090382","0.874472976","0.6348833","0.73509112","102500000000"
"759","0.8551082","0.74178967","0.59378360","0.870888393","0.6712119","0.73884007","102500000000"
"760","0.9237691","0.76514533","0.61162998","0.854137241","0.6180060","0.74415481","102500000000"
"761","0.8822059","0.87818231","0.66837940","0.746515700","0.6973884","0.76937537","102500000000"
"762","0.7276638","0.72312703","0.50645015","0.769324799","0.5808666","0.65339173","102500000000"
"763","0.8657310","0.74001309","0.56419969","0.830827709","0.6662851","0.72484519","102500000000"
"764","0.8707439","0.73495564","0.57505540","0.842622522","0.6728816","0.73094818","102500000000"
"765","0.5525920","0.53008393","0.45220233","0.457640628","0.4528897","0.48721404","102500000000"
"766","0.9213845","0.74128773","0.52348966","0.763965703","0.6356607","0.70457464","102500000000"
"767","0.9040090","0.73458230","0.68398095","0.979443067","0.7194931","0.79625581","102500000000"
"768","0.8841513","0.74007979","0.60868469","0.897539661","0.6558216","0.74818220","102500000000"
"769","0.8374338","0.81166662","0.63692711","0.858302644","0.6118602","0.74360468","102500000000"
"770","0.8616585","0.74309789","0.57512493","0.858587085","0.6378304","0.72598322","102500000000"
"771","0.7908829","0.74132990","0.56973751","0.832511975","0.5937763","0.69752917","102500000000"
"772","0.8515099","0.73837893","0.68343501","0.984505237","0.7367369","0.79202581","102500000000"
"773","0.8646857","0.74633536","0.69293357","0.995113818","0.7487898","0.80268161","102500000000"
"774","0.7450373","0.73604172","0.64358613","0.981388962","0.6978495","0.75276257","102500000000"
"775","0.8950128","0.73223962","0.59229485","0.854055376","0.6297834","0.73103728","102500000000"
"776","0.9188897","0.74212997","0.62787318","0.895809145","0.7026278","0.76932744","102500000000"
"777","0.9286710","0.74291219","0.63825660","0.896852105","0.7263793","0.77899702","102500000000"
"778","0.8809603","0.72761997","0.60870916","0.871894890","0.6642344","0.74269630","102500000000"
"779","0.8969373","0.74176378","0.60697861","0.886185714","0.6788543","0.75352988","102500000000"
"780","0.7417581","0.71954829","0.65963705","0.959397724","0.6948255","0.74834237","102500000000"
"781","0.8776040","0.71176575","0.63063523","0.864010670","0.6472238","0.73892011","102500000000"
"782","0.9325466","0.73628894","0.61778428","0.868233573","0.6979221","0.76207873","102500000000"
"783","0.8709935","0.73798154","0.56834240","0.872840766","0.6348917","0.72654249","102500000000"
"784","0.8519108","0.72584607","0.55157850","0.839279308","0.6209865","0.70789188","102500000000"
"785","0.6666667","0.51935243","0.40299662","0.511525577","0.4353311","0.49942683","102500000000"
"786","0.7380146","0.72815434","0.59170122","0.854916529","0.6781148","0.71305587","102500000000"
"787","0.9414081","0.92334658","0.79894093","0.873301330","0.8290872","0.87153399","102500000000"
"788","0.9218915","0.74067436","0.60766882","0.846199240","0.6919670","0.75354020","102500000000"
"789","0.9421632","0.80854744","0.66800238","0.850698318","0.7371568","0.79577267","102500000000"
"790","0.9415636","0.83045465","0.66405968","0.808478876","0.7371583","0.79089791","102500000000"
"791","0.9572251","0.91224946","0.81339027","0.879705075","0.8428848","0.87964290","102500000000"
"792","0.9509328","0.84757782","0.68068850","0.801297425","0.7466237","0.80026657","102500000000"
"793","0.9919692","0.86985717","0.78802176","0.890133355","0.8329704","0.87199461","102600000000"
"794","0.9438054","0.77198144","0.67192273","0.875201829","0.7173916","0.78983183","102600000000"
"795","0.8075090","0.87863408","0.82759279","0.773615134","0.8147508","0.81971782","102600000000"
"796","0.9605543","0.83543142","0.73297109","0.834774146","0.7671101","0.82260104","102600000000"
"797","0.9426219","0.89497896","0.77041768","0.844653286","0.7918189","0.84651798","102600000000"
"798","0.9330484","0.94197158","0.85223243","0.864238502","0.7965539","0.87593073","102600000000"
"799","0.9535782","0.89372195","0.76992326","0.859964838","0.7947793","0.85181776","102600000000"
"800","0.9571068","0.85640891","0.73936386","0.845516196","0.7749532","0.83134147","102600000000"
"801","0.9817520","0.97189008","0.84440425","0.866514984","0.8417570","0.89913815","102600000000"
"802","0.9108769","0.98643389","0.92676300","0.884262522","0.8620522","0.91310817","102600000000"
"803","0.9553782","0.81423404","0.72366853","0.889657137","0.7668633","0.82581159","102600000000"
"804","0.9103183","0.80070263","0.67296168","0.883341136","0.6659067","0.77990076","102600000000"
"805","0.9432690","0.87994379","0.80831074","0.870168637","0.8203857","0.86309394","102600000000"
"806","0.9443313","0.91629883","0.82267966","0.882331272","0.8330648","0.87849754","102600000000"
"807","0.9673935","0.75002509","0.66455923","0.887667233","0.7358210","0.79368288","102600000000"
"808","0.9648217","0.76879180","0.67590146","0.878123457","0.7424406","0.79959725","102600000000"
"809","0.9344192","0.79764391","0.69044393","0.865309778","0.7247242","0.79756249","102600000000"
"810","0.9179660","0.71290721","0.59540297","0.820598517","0.6835675","0.73776245","102600000000"
"811","0.9730370","0.74489822","0.66336084","0.897724182","0.7586337","0.79988994","102600000000"
"812","0.9703907","0.74548027","0.64980221","0.876133381","0.7434722","0.78922310","102600000000"
"813","0.9563491","0.77771261","0.65928569","0.857397791","0.7385234","0.79142757","102600000000"
"814","0.9491990","0.82870458","0.71131296","0.898125507","0.7906426","0.83143251","102600000000"
"815","0.8545190","0.86034689","0.74262802","0.835257266","0.7169650","0.79964453","102600000000"
"816","0.8680770","0.83926449","0.71519630","0.872629665","0.7386903","0.80396092","102600000000"
"817","0.9614402","0.88630598","0.73381975","0.836702875","0.8076423","0.84173840","102600000000"
"818","0.9421620","0.80793547","0.66793496","0.865328433","0.7448432","0.80001191","102600000000"
"819","0.9623101","0.89298545","0.80738489","0.880536021","0.8383337","0.87474370","102600000000"
"820","0.9154455","0.88669428","0.78954740","0.880938079","0.8250179","0.85829913","102600000000"
"821","1.0000000","0.80370957","0.72677324","0.897418222","0.8178488","0.84417638","102600000000"
"822","0.8968299","0.94364437","0.80273333","0.747267361","0.8080340","0.83675646","110200000000"
"823","0.9771312","0.99532034","0.83250291","0.816168651","0.8792403","0.89709369","110200000000"
"824","0.9530007","0.93004928","0.80763367","0.722363162","0.8509761","0.84858883","110200000000"
"825","0.8268419","0.74682420","0.57455442","0.441487712","0.5497029","0.61235567","110200000000"
"826","0.9236437","0.92118466","0.80532772","0.673968329","0.6938700","0.79643123","110200000000"
"827","0.9300637","0.91795135","0.74035121","0.684276084","0.8269008","0.81412480","110200000000"
"828","1.0000000","1.00000000","0.88369847","0.844931293","0.9224656","0.92814353","110200000000"
"829","0.7785508","0.84900921","0.49925056","0.573911432","0.6544970","0.65864908","110200000000"
"830","0.7925687","0.61018016","0.53020229","0.375081437","0.5687683","0.55924166","110200000000"
"831","0.9570814","0.97694075","0.74143584","0.710339400","0.6609572","0.79892495","110200000000"
"832","0.6868557","0.71660753","0.65071577","0.457168661","0.5645282","0.60737941","110200000000"
"833","0.5990368","0.61433728","0.44679400","0.240498391","0.3746280","0.43066147","110200000000"
"834","0.7674436","0.86317495","0.68806992","0.627595958","0.6656530","0.71769707","110200000000"
"835","0.7874800","0.78549087","0.54510191","0.532497006","0.6895007","0.65847920","110200000000"
"836","0.8998114","0.87153521","0.67633267","0.665048955","0.7797061","0.77246048","110200000000"
"837","0.4887191","0.57837151","0.51939900","0.435583927","0.4969805","0.50169029","110200000000"
"838","0.9544768","1.00000000","0.76907430","0.783145392","0.8460495","0.86575374","110200000000"
"839","0.9376562","0.91836642","0.75574971","0.744581711","0.6704998","0.79863755","110200000000"
"840","0.8465334","0.97254494","0.64250652","0.766681510","0.7101049","0.77960347","110200000000"
"841","0.6666667","0.75000000","0.55451835","0.406024468","0.5135714","0.56546768","110200000000"
"842","0.8884518","0.86118164","0.72669172","0.673594208","0.7905862","0.78394444","110200000000"
"843","0.7609054","0.57551968","0.58918128","0.513956961","0.5426442","0.59076716","110200000000"
"844","0.9269226","0.91627494","0.74691088","0.697069276","0.8269304","0.81774253","110200000000"
"845","0.6684698","0.40045739","0.53263692","0.374450409","0.6383534","0.50875064","110200000000"
"846","0.4434182","0.61225256","0.47740476","0.274877255","0.4682017","0.44100199","110200000000"
"847","0.6165192","0.58030126","0.33171424","0.216020670","0.5022479","0.41875068","110200000000"
"848","0.5477440","0.55625928","0.34811984","0.257195750","0.4464905","0.41412547","110200000000"
